id,name,club,age,height_cm,weight_kg,foot_l,foot_r,positions,crossing,dribbling,finishing,first_touch,free_kicks,heading,long_shots,marking,passing,tackling,technique,corners,long_throws,penalties,aggression,anticipation,bravery,composure,concentration,decisions,determination,flair,leadership,off_the_ball,positioning,teamwork,vision,work_rate,acceleration,agility,balance,jumping,natural_fitness,pace,stamina,strength,aerial_reach,command_of_area,communication,eccentricity,gk_first_touch,handling,kicking,one_on_ones,punching,reflexes,rushing_out,throwing,consistency,important_matches,injury_proneness,versatility,dirtiness,traits
CHE14,Marc Cucurella,CHE,27,174,66,90,70,"DL*,ML+",77,76,59,79,56,67,59,81,81,80,78,48,28,53,78,79,74,79,80,80,78,82,55,72,79,82,78,72,81,80,81,83,68,76,85,76,,,,,,,,,,,,,76,72,30,72,35,
CHE15,Moises Caicedo,CHE,24,178,73,70,90,"DM*,MC*",62,77,56,82,50,67,67,82,84,85,79,42,28,52,81,78,76,82,82,82,82,84,50,65,76,86,79,74,81,80,78,80,76,72,86,81,,,,,,,,,,,,,80,78,25,72,40,
CHE16,Romeo Lavia,CHE,23,181,76,70,90,DM*,59,73,45,77,46,66,56,78,79,79,76,38,25,47,72,73,68,78,76,76,78,78,48,60,72,82,76,70,74,75,75,79,74,63,69,77,,,,,,,,,,,,,66,64,70,65,25,
CHE17,Morgan Rogers,CHE,24,188,80,80,92,"AMC*,AML+",72,86,78,83,55,64,73,57,80,54,84,48,28,60,65,74,68,83,76,76,78,78,76,72,74,58,79,80,77,82,76,79,76,79,83,81,,,,,,,,,,,,,72,25,72,20,,爱盘带过人
CHE18,Geovany Quenda,CHE,19,172,71,92,80,"AMR*,AMC+",68,80,65,79,52,41,60,43,74,40,79,45,22,54,53,61,58,71,70,70,72,74,78,63,57,52,69,72,82,84,81,70,58,79,79,72,,,,,,,,,,,,,58,25,65,15,,喜欢内切
CHE19,Cole Palmer,CHE,24,185,76,90,70,"AMC*,AMR*",80,87,84,89,77,58,82,47,87,45,88,55,30,90,53,71,58,89,80,80,84,80,90,76,63,58,85,88,77,78,79,73,60,75,81,66,,,,,,,,,,,,,80,25,70,12,,喜欢直塞身后
CHE20,Pedro Neto,CHE,26,174,62,92,80,"AMR*,AML*",76,82,75,80,65,52,71,40,76,37,81,52,28,63,63,64,64,76,76,76,76,78,68,68,55,55,75,76,88,87,86,76,68,85,78,71,,,,,,,,,,,,,70,50,70,18,,喜欢利用速度
CHE21,Jamie Gittens,CHE,22,179,77,80,92,"AML*,AMR+",67,84,73,77,44,45,66,30,71,32,81,45,25,53,47,59,60,73,72,72,72,74,68,65,46,52,66,68,87,88,85,69,62,84,81,63,,,,,,,,,,,,,60,25,68,15,,爱盘带过人
CHE22,Joao Pedro,CHE,24,188,82,80,92,"ST*,AMC*",65,82,79,81,56,73,69,39,78,35,81,48,28,79,59,64,64,79,76,76,78,78,76,76,47,78,68,74,79,76,77,82,76,76,75,72,,,,,,,,,,,,,72,70,35,70,20,
CHE23,Emmanuel Emegha,CHE,23,195,82,94,90,ST*,49,69,78,74,50,75,66,28,64,31,71,38,28,64,62,62,66,75,74,74,74,76,60,70,48,55,66,66,80,75,57,86,78,87,84,80,,,,,,,,,,,,,60,30,62,18,,喜欢利用速度
