id,name,club,age,height_cm,weight_kg,foot_l,foot_r,positions,crossing,dribbling,finishing,first_touch,free_kicks,heading,long_shots,marking,passing,tackling,technique,corners,long_throws,penalties,aggression,anticipation,bravery,composure,concentration,decisions,determination,flair,leadership,off_the_ball,positioning,teamwork,vision,work_rate,acceleration,agility,balance,jumping,natural_fitness,pace,stamina,strength,aerial_reach,command_of_area,communication,eccentricity,gk_first_touch,handling,kicking,one_on_ones,punching,reflexes,rushing_out,throwing,consistency,important_matches,injury_proneness,versatility,dirtiness,traits
BRE11,Yehor Yarmoliuk,BRE,22,178,70,85,85,"MC*,AMC+",62,74,66,76,55,56,68,48,78,52,78,50,25,58,58,72,62,76,76,76,76,76,66,55,74,64,76,78,80,74,76,76,64,76,74,78,,,,,,,,,,,,,62,62,25,70,15,
BRE12,Vitaly Janelt,BRE,28,185,78,80,85,"DM*,MC+",56,66,50,74,45,66,52,76,78,76,72,42,28,48,62,76,68,78,78,78,76,78,48,62,62,82,80,70,80,72,70,76,76,78,72,82,,,,,,,,,,,,,76,70,30,70,25,
BRE13,Mathias Jensen,BRE,30,180,72,85,80,"MC*,AMC+",64,74,64,78,60,54,70,48,80,50,78,52,28,58,56,74,60,78,78,78,78,76,64,62,74,64,80,82,76,70,74,74,60,74,70,76,,,,,,,,,,,,,72,68,30,72,15,
BRE14,Mikkel Damsgaard,BRE,26,180,72,88,75,"AMC*,AML*",68,80,70,82,65,52,70,42,82,45,82,55,28,62,52,74,58,80,78,78,80,78,76,74,58,78,58,78,84,74,76,80,76,60,76,76,,,,,,,,,,,,,70,30,72,15,,喜欢直塞身后
BRE15,Yunus Emre Konak,BRE,20,180,72,55,90,"DM+,MC+",52,68,46,72,38,58,46,72,74,74,68,38,25,42,60,72,64,72,74,74,72,76,45,55,58,76,74,64,80,74,72,74,68,74,76,78,,,,,,,,,,,,,55,55,25,62,15,
BRE16,Mamadou Sangare,BRE,24,185,80,55,90,DM*,52,66,46,70,38,62,46,74,74,76,68,36,25,42,66,74,70,72,74,74,72,76,45,58,58,78,76,64,82,72,70,78,76,76,72,80,,,,,,,,,,,,,60,58,30,62,30,
BRE17,Keane Lewis-Potter,BRE,25,180,74,85,88,"AML*,AMR+",64,74,66,72,45,56,62,40,70,45,72,45,25,52,55,70,62,72,72,72,74,60,58,52,72,55,70,68,72,78,78,76,66,74,78,78,,,,,,,,,,,,,66,64,30,68,18,
BRE18,Kevin Schade,BRE,24,183,76,55,88,"AML*,ST+",66,78,74,72,45,62,62,35,68,45,72,42,28,55,58,70,66,74,74,74,72,78,60,52,80,52,70,66,84,88,84,78,76,78,88,80,,,,,,,,,,,,,66,30,68,18,,喜欢利用速度
BRE19,Dango Ouattara,BRE,24,178,70,85,72,"AMR*,AML+",66,78,70,72,45,52,64,35,70,45,74,45,25,52,58,68,62,74,74,74,74,76,66,52,78,52,70,68,84,86,82,76,70,78,86,80,,,,,,,,,,,,,64,25,68,18,,喜欢利用速度
BRE20,Igor Thiago,BRE,25,190,88,85,78,ST*,52,66,78,72,48,80,64,32,60,50,66,38,28,65,64,66,72,76,76,76,74,78,52,52,80,55,68,62,80,76,70,80,84,78,78,78,,,,,,,,,,,,,66,35,62,28,,高举高打
BRE21,Jaidon Anthony,BRE,26,180,70,88,78,"AML*,AMR+",66,76,66,72,45,50,62,40,70,45,72,45,25,50,55,70,62,74,74,74,74,76,62,52,76,55,72,68,82,80,80,78,64,76,80,78,,,,,,,,,,,,,68,66,25,70,15,
BRE22,Callum Wilson,BRE,34,180,76,85,88,ST*,55,68,76,72,45,70,62,32,62,48,68,40,28,62,55,68,66,74,74,74,74,76,52,50,78,55,68,66,78,74,72,74,74,58,74,72,,,,,,,,,,,,,68,85,62,20,,喜欢抢点近门柱
